dbms,TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,ORDINAL_POSITION,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,CONSTRAINT_TYPE,REFERENCED_TABLE_SCHEMA,REFERENCED_TABLE_NAME,REFERENCED_COLUMN_NAME
mysql,peakacti_local_pages,organisations,org_grp_id,4,int,NULL,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,organisations,org_ind_id,3,int,NULL,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,organisations,org_instagram,19,varchar,100,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,organisations,org_mobile,14,varchar,25,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,organisations,org_name,5,varchar,100,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,organisations,org_phone,13,varchar,25,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,organisations,org_reg_id,11,int,NULL,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,organisations,org_sic_id,9,int,NULL,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,organisations,org_strap,6,varchar,100,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,organisations,org_twitter,18,varchar,100,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,organisations,org_type_id,8,int,NULL,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,organisations,org_vatnum,12,varchar,10,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,organisations,org_web,16,varchar,255,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,posts,pos_added,4,datetime,NULL,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,posts,pos_ind_id,3,int,NULL,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,posts,pos_org_id,5,int,NULL,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,posts,pos_type_id,2,int,NULL,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,titles,title_value,2,varchar,100,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,towns,town_country_id,4,int,NULL,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,towns,town_county_id,3,int,NULL,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,towns,town_name,2,varchar,100,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,types,type_added,3,datetime,NULL,NULL,NULL,NULL,NULL
mysql,peakacti_local_pages,types,type_by,4,int,NULL,NULL,NULL,NULL,NULL
mysql,peakacti_unibus,bustimes,code,6,varchar,5,NULL,NULL,NULL,NULL
mysql,peakacti_unibus,bustimes,due,2,varchar,12,NULL,NULL,NULL,NULL
mysql,peakacti_unibus,bustimes,no,3,varchar,5,NULL,NULL,NULL,NULL
mysql,peakacti_unibus,bustimes,place,4,varchar,25,NULL,NULL,NULL,NULL
mysql,peakacti_unibus,bustimes,stop,5,varchar,5,NULL,NULL,NULL,NULL
mysql,peakacti_unibus,categories,typename,2,varchar,25,NULL,NULL,NULL,NULL
mysql,peakacti_unibus,flags,code,2,varchar,5,NULL,NULL,NULL,NULL
mysql,peakacti_unibus,flags,welcome,3,varchar,25,NULL,NULL,NULL,NULL
mysql,peakacti_unibus,stores,cafes,11,varchar,5,NULL,NULL,NULL,NULL
mysql,peakacti_unibus,stores,food,10,varchar,5,NULL,NULL,NULL,NULL
mysql,peakacti_unibus,stores,keywords,8,varchar,5,NULL,NULL,NULL,NULL
mysql,peakacti_unibus,stores,leisure,12,varchar,5,NULL,NULL,NULL,NULL
mysql,peakacti_unibus,stores,location,7,varchar,25,NULL,NULL,NULL,NULL
mysql,peakacti_unibus,stores,name,2,varchar,25,NULL,NULL,NULL,NULL
mysql,peakacti_unibus,stores,png,4,int,NULL,NULL,NULL,NULL,NULL
mysql,peakacti_unibus,stores,search,3,varchar,25,NULL,NULL,NULL,NULL
mysql,peakacti_unibus,stores,shops,9,varchar,5,NULL,NULL,NULL,NULL
mysql,peakacti_unibus,stores,type,5,int,NULL,NULL,NULL,NULL,NULL
mysql,peakacti_unibus,stores,typename,6,varchar,25,NULL,NULL,NULL,NULL
mysql,peakacti_unibus,traintimes,code,6,varchar,5,NULL,NULL,NULL,NULL
mysql,peakacti_unibus,traintimes,current,4,varchar,12,NULL,NULL,NULL,NULL
mysql,peakacti_unibus,traintimes,due,2,time,NULL,NULL,NULL,NULL,NULL
mysql,peakacti_unibus,traintimes,Platform,5,int,NULL,NULL,NULL,NULL,NULL
mysql,peakacti_unibus,traintimes,station,3,varchar,45,NULL,NULL,NULL,NULL
mysql,sys,sys_config,set_by,4,varchar,128,NULL,NULL,NULL,NULL
mysql,sys,sys_config,set_time,3,timestamp,NULL,NULL,NULL,NULL,NULL
mysql,sys,sys_config,value,2,varchar,128,NULL,NULL,NULL,NULL
